,geometry,weight,time
5,"LINESTRING (127.369269637931 36.344972017241375, 127.36934754838714 36.35182716129031)",16,2019-11-1 22:00:00
6,"LINESTRING (127.34001650000002 36.331878964285714, 127.34758696000003 36.331209619999996)",7,2019-11-1 22:00:00
7,"LINESTRING (127.35895393333332 36.33299339999999, 127.33120809999997 36.36678559999999)",1,2019-11-1 22:00:00
8,"LINESTRING (127.36920017948724 36.3579701025641, 127.36941559999997 36.365230600000004)",4,2019-11-1 22:00:00
9,"LINESTRING (127.36941559999997 36.365230600000004, 127.36920017948724 36.3579701025641)",2,2019-11-1 22:00:00
10,"LINESTRING (127.36920017948724 36.3579701025641, 127.36381525396823 36.35849026984127)",14,2019-11-1 22:00:00
11,"LINESTRING (127.36381525396823 36.35849026984127, 127.35933919767444 36.35743746511629)",19,2019-11-1 22:00:00
12,"LINESTRING (127.35933919767444 36.35743746511629, 127.35569674468077 36.35274687234043)",14,2019-11-1 22:00:00
13,"LINESTRING (127.35569674468077 36.35274687234043, 127.34936772580647 36.3517446451613)",17,2019-11-1 22:00:00
14,"LINESTRING (127.34936772580647 36.3517446451613, 127.34778306451612 36.34780496774194)",10,2019-11-1 22:00:00
15,"LINESTRING (127.34778306451612 36.34780496774194, 127.3469093809524 36.342673809523795)",8,2019-11-1 22:00:00
16,"LINESTRING (127.3469093809524 36.342673809523795, 127.34870382608698 36.33793991304349)",8,2019-11-1 22:00:00
17,"LINESTRING (127.34870382608698 36.33793991304349, 127.34758696000003 36.331209619999996)",5,2019-11-1 22:00:00
18,"LINESTRING (127.31849257142856 36.36681157142858, 127.32558493749998 36.367260093750005)",4,2019-11-1 22:00:00
19,"LINESTRING (127.32558493749998 36.367260093750005, 127.33120809999997 36.36678559999999)",8,2019-11-1 22:00:00
20,"LINESTRING (127.33120809999997 36.36678559999999, 127.33688905000001 36.3630517)",9,2019-11-1 22:00:00
21,"LINESTRING (127.33688905000001 36.3630517, 127.34349983333331 36.36109883333335)",16,2019-11-1 22:00:00
22,"LINESTRING (127.34349983333331 36.36109883333335, 127.34853886440675 36.359987711864406)",23,2019-11-1 22:00:00
23,"LINESTRING (127.34853886440675 36.359987711864406, 127.35377729870136 36.358869792207784)",19,2019-11-1 22:00:00
24,"LINESTRING (127.35377729870136 36.358869792207784, 127.35933919767444 36.35743746511629)",19,2019-11-1 22:00:00
25,"LINESTRING (127.35569674468077 36.35274687234043, 127.35933919767444 36.35743746511629)",6,2019-11-1 22:00:00
26,"LINESTRING (127.35933919767444 36.35743746511629, 127.36466730588236 36.354531411764704)",5,2019-11-1 22:00:00
27,"LINESTRING (127.36466730588236 36.354531411764704, 127.36934754838714 36.35182716129031)",14,2019-11-1 22:00:00
28,"LINESTRING (127.36934754838714 36.35182716129031, 127.369269637931 36.344972017241375)",9,2019-11-1 22:00:00
29,"LINESTRING (127.36934754838714 36.35182716129031, 127.36466730588236 36.354531411764704)",20,2019-11-1 22:00:00
30,"LINESTRING (127.36466730588236 36.354531411764704, 127.36381525396823 36.35849026984127)",6,2019-11-1 22:00:00
31,"LINESTRING (127.36381525396823 36.35849026984127, 127.36412836363637 36.36338709090909)",4,2019-11-1 22:00:00
32,"LINESTRING (127.36412836363637 36.36338709090909, 127.36941559999997 36.365230600000004)",5,2019-11-1 22:00:00
33,"LINESTRING (127.36941559999997 36.365230600000004, 127.32558493749998 36.367260093750005)",1,2019-11-1 22:00:00
34,"LINESTRING (127.35933919767444 36.35743746511629, 127.36381525396823 36.35849026984127)",19,2019-11-1 22:00:00
35,"LINESTRING (127.36381525396823 36.35849026984127, 127.36920017948724 36.3579701025641)",13,2019-11-1 22:00:00
36,"LINESTRING (127.36466730588236 36.354531411764704, 127.36920017948724 36.3579701025641)",5,2019-11-1 22:00:00
37,"LINESTRING (127.36920017948724 36.3579701025641, 127.36934754838714 36.35182716129031)",10,2019-11-1 22:00:00
38,"LINESTRING (127.36466730588236 36.354531411764704, 127.35933919767444 36.35743746511629)",10,2019-11-1 22:00:00
39,"LINESTRING (127.34936772580647 36.3517446451613, 127.34759063333334 36.35501266666666)",12,2019-11-1 22:00:00
40,"LINESTRING (127.34759063333334 36.35501266666666, 127.34853886440675 36.359987711864406)",2,2019-11-1 22:00:00
41,"LINESTRING (127.34853886440675 36.359987711864406, 127.34349983333331 36.36109883333335)",14,2019-11-1 22:00:00
42,"LINESTRING (127.34349983333331 36.36109883333335, 127.33688905000001 36.3630517)",9,2019-11-1 22:00:00
43,"LINESTRING (127.33688905000001 36.3630517, 127.33235486363634 36.35675931818182)",3,2019-11-1 22:00:00
44,"LINESTRING (127.33235486363634 36.35675931818182, 127.33688905000001 36.3630517)",1,2019-11-1 22:00:00
45,"LINESTRING (127.33688905000001 36.3630517, 127.33120809999997 36.36678559999999)",5,2019-11-1 22:00:00
46,"LINESTRING (127.33120809999997 36.36678559999999, 127.32558493749998 36.367260093750005)",3,2019-11-1 22:00:00
47,"LINESTRING (127.35933919767444 36.35743746511629, 127.35377729870136 36.358869792207784)",9,2019-11-1 22:00:00
48,"LINESTRING (127.35377729870136 36.358869792207784, 127.34853886440675 36.359987711864406)",13,2019-11-1 22:00:00
49,"LINESTRING (127.36920017948724 36.3579701025641, 127.36466730588236 36.354531411764704)",5,2019-11-1 22:00:00
50,"LINESTRING (127.36381525396823 36.35849026984127, 127.36466730588236 36.354531411764704)",5,2019-11-1 22:00:00
51,"LINESTRING (127.36934754838714 36.35182716129031, 127.36920017948724 36.3579701025641)",7,2019-11-1 22:00:00
52,"LINESTRING (127.35895393333332 36.33299339999999, 127.35396922222223 36.332123722222235)",3,2019-11-1 22:00:00
53,"LINESTRING (127.35396922222223 36.332123722222235, 127.34758696000003 36.331209619999996)",4,2019-11-1 22:00:00
54,"LINESTRING (127.34758696000003 36.331209619999996, 127.34001650000002 36.331878964285714)",5,2019-11-1 22:00:00
55,"LINESTRING (127.34001650000002 36.331878964285714, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
56,"LINESTRING (127.34229257575763 36.354352696969684, 127.34759063333334 36.35501266666666)",8,2019-11-1 22:00:00
57,"LINESTRING (127.34759063333334 36.35501266666666, 127.34229257575763 36.354352696969684)",13,2019-11-1 22:00:00
58,"LINESTRING (127.34759063333334 36.35501266666666, 127.34936772580647 36.3517446451613)",8,2019-11-1 22:00:00
59,"LINESTRING (127.34936772580647 36.3517446451613, 127.35569674468077 36.35274687234043)",7,2019-11-1 22:00:00
60,"LINESTRING (127.32558493749998 36.367260093750005, 127.32584560000001 36.3602354)",1,2019-11-1 22:00:00
61,"LINESTRING (127.32584560000001 36.3602354, 127.33235486363634 36.35675931818182)",2,2019-11-1 22:00:00
62,"LINESTRING (127.33235486363634 36.35675931818182, 127.33749857575758 36.355712757575766)",6,2019-11-1 22:00:00
63,"LINESTRING (127.33749857575758 36.355712757575766, 127.34229257575763 36.354352696969684)",6,2019-11-1 22:00:00
64,"LINESTRING (127.35569674468077 36.35274687234043, 127.36466730588236 36.354531411764704)",3,2019-11-1 22:00:00
65,"LINESTRING (127.33925149999999 36.3676516875, 127.33688905000001 36.3630517)",8,2019-11-1 22:00:00
66,"LINESTRING (127.33235486363634 36.35675931818182, 127.32897166666667 36.351125333333336)",2,2019-11-1 22:00:00
67,"LINESTRING (127.32897166666667 36.351125333333336, 127.32544900000002 36.34759464705881)",5,2019-11-1 22:00:00
68,"LINESTRING (127.32544900000002 36.34759464705881, 127.32097833333331 36.34305344444444)",5,2019-11-1 22:00:00
69,"LINESTRING (127.32097833333331 36.34305344444444, 127.31835528571428 36.33863771428572)",3,2019-11-1 22:00:00
70,"LINESTRING (127.31835528571428 36.33863771428572, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
71,"LINESTRING (127.36670123529412 36.34082864705882, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
72,"LINESTRING (127.35933919767444 36.35743746511629, 127.35672963636365 36.36222431818181)",6,2019-11-1 22:00:00
73,"LINESTRING (127.35672963636365 36.36222431818181, 127.35377729870136 36.358869792207784)",8,2019-11-1 22:00:00
74,"LINESTRING (127.34759063333334 36.35501266666666, 127.35377729870136 36.358869792207784)",5,2019-11-1 22:00:00
75,"LINESTRING (127.36920017948724 36.3579701025641, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
76,"LINESTRING (127.36941559999997 36.365230600000004, 127.36412836363637 36.36338709090909)",3,2019-11-1 22:00:00
77,"LINESTRING (127.36412836363637 36.36338709090909, 127.36381525396823 36.35849026984127)",2,2019-11-1 22:00:00
78,"LINESTRING (127.34229257575763 36.354352696969684, 127.33749857575758 36.355712757575766)",7,2019-11-1 22:00:00
79,"LINESTRING (127.33749857575758 36.355712757575766, 127.33235486363634 36.35675931818182)",3,2019-11-1 22:00:00
80,"LINESTRING (127.34229257575763 36.354352696969684, 127.3402829736842 36.349503921052644)",6,2019-11-1 22:00:00
81,"LINESTRING (127.3402829736842 36.349503921052644, 127.33975745000002 36.3446775)",5,2019-11-1 22:00:00
82,"LINESTRING (127.33975745000002 36.3446775, 127.3367018181818 36.33884090909092)",3,2019-11-1 22:00:00
83,"LINESTRING (127.3367018181818 36.33884090909092, 127.33331707999997 36.3318892)",3,2019-11-1 22:00:00
84,"LINESTRING (127.36412836363637 36.36338709090909, 127.35672963636365 36.36222431818181)",1,2019-11-1 22:00:00
85,"LINESTRING (127.34349983333331 36.36109883333335, 127.34229257575763 36.354352696969684)",4,2019-11-1 22:00:00
86,"LINESTRING (127.3402829736842 36.349503921052644, 127.33423142857143 36.34941371428572)",5,2019-11-1 22:00:00
87,"LINESTRING (127.33423142857143 36.34941371428572, 127.3402829736842 36.349503921052644)",3,2019-11-1 22:00:00
88,"LINESTRING (127.33331707999997 36.3318892, 127.34001650000002 36.331878964285714)",4,2019-11-1 22:00:00
89,"LINESTRING (127.36963840000001 36.3293618, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
90,"LINESTRING (127.34853886440675 36.359987711864406, 127.34759063333334 36.35501266666666)",3,2019-11-1 22:00:00
91,"LINESTRING (127.34229257575763 36.354352696969684, 127.34349983333331 36.36109883333335)",9,2019-11-1 22:00:00
92,"LINESTRING (127.35377729870136 36.358869792207784, 127.34759063333334 36.35501266666666)",5,2019-11-1 22:00:00
93,"LINESTRING (127.36934754838714 36.35182716129031, 127.36802979487176 36.335324564102564)",2,2019-11-1 22:00:00
94,"LINESTRING (127.34778306451612 36.34780496774194, 127.3402829736842 36.349503921052644)",4,2019-11-1 22:00:00
95,"LINESTRING (127.33423142857143 36.34941371428572, 127.32897166666667 36.351125333333336)",4,2019-11-1 22:00:00
96,"LINESTRING (127.36466730588236 36.354531411764704, 127.35569674468077 36.35274687234043)",2,2019-11-1 22:00:00
97,"LINESTRING (127.34870382608698 36.33793991304349, 127.342495 36.338305)",2,2019-11-1 22:00:00
98,"LINESTRING (127.342495 36.338305, 127.3469093809524 36.342673809523795)",1,2019-11-1 22:00:00
99,"LINESTRING (127.3469093809524 36.342673809523795, 127.34778306451612 36.34780496774194)",3,2019-11-1 22:00:00
100,"LINESTRING (127.3402829736842 36.349503921052644, 127.34229257575763 36.354352696969684)",6,2019-11-1 22:00:00
101,"LINESTRING (127.34853886440675 36.359987711864406, 127.35672963636365 36.36222431818181)",1,2019-11-1 22:00:00
102,"LINESTRING (127.35672963636365 36.36222431818181, 127.34853886440675 36.359987711864406)",1,2019-11-1 22:00:00
103,"LINESTRING (127.35377729870136 36.358869792207784, 127.35672963636365 36.36222431818181)",4,2019-11-1 22:00:00
104,"LINESTRING (127.35672963636365 36.36222431818181, 127.36412836363637 36.36338709090909)",1,2019-11-1 22:00:00
105,"LINESTRING (127.36412836363637 36.36338709090909, 127.362168 36.36817)",1,2019-11-1 22:00:00
106,"LINESTRING (127.33749857575758 36.355712757575766, 127.33688905000001 36.3630517)",6,2019-11-1 22:00:00
107,"LINESTRING (127.33688905000001 36.3630517, 127.33925149999999 36.3676516875)",7,2019-11-1 22:00:00
108,"LINESTRING (127.34001650000002 36.331878964285714, 127.33331707999997 36.3318892)",3,2019-11-1 22:00:00
109,"LINESTRING (127.33331707999997 36.3318892, 127.3367018181818 36.33884090909092)",1,2019-11-1 22:00:00
110,"LINESTRING (127.3367018181818 36.33884090909092, 127.33975745000002 36.3446775)",1,2019-11-1 22:00:00
111,"LINESTRING (127.33975745000002 36.3446775, 127.3402829736842 36.349503921052644)",3,2019-11-1 22:00:00
112,"LINESTRING (127.33975745000002 36.3446775, 127.34229257575763 36.354352696969684)",1,2019-11-1 22:00:00
113,"LINESTRING (127.33235486363634 36.35675931818182, 127.32584560000001 36.3602354)",1,2019-11-1 22:00:00
114,"LINESTRING (127.369269637931 36.344972017241375, 127.36920017948724 36.3579701025641)",1,2019-11-1 22:00:00
115,"LINESTRING (127.32002279999999 36.3594648, 127.31849257142856 36.36681157142858)",1,2019-11-1 22:00:00
116,"LINESTRING (127.342495 36.338305, 127.3367018181818 36.33884090909092)",1,2019-11-1 22:00:00
117,"LINESTRING (127.3367018181818 36.33884090909092, 127.34001650000002 36.331878964285714)",1,2019-11-1 22:00:00
118,"LINESTRING (127.33331707999997 36.3318892, 127.32432533333333 36.332257)",1,2019-11-1 22:00:00
119,"LINESTRING (127.32432533333333 36.332257, 127.3181745 36.3323005)",1,2019-11-1 22:00:00
120,"LINESTRING (127.3181745 36.3323005, 127.32432533333333 36.332257)",1,2019-11-1 22:00:00
121,"LINESTRING (127.32432533333333 36.332257, 127.33331707999997 36.3318892)",1,2019-11-1 22:00:00
122,"LINESTRING (127.33688905000001 36.3630517, 127.33749857575758 36.355712757575766)",3,2019-11-1 22:00:00
123,"LINESTRING (127.369269637931 36.344972017241375, 127.36802979487176 36.335324564102564)",1,2019-11-1 22:00:00
124,"LINESTRING (127.34758696000003 36.331209619999996, 127.34870382608698 36.33793991304349)",2,2019-11-1 22:00:00
125,"LINESTRING (127.34870382608698 36.33793991304349, 127.3469093809524 36.342673809523795)",2,2019-11-1 22:00:00
126,"LINESTRING (127.34778306451612 36.34780496774194, 127.34936772580647 36.3517446451613)",3,2019-11-1 22:00:00
127,"LINESTRING (127.31835528571428 36.33863771428572, 127.32097833333331 36.34305344444444)",2,2019-11-1 22:00:00
128,"LINESTRING (127.32097833333331 36.34305344444444, 127.32544900000002 36.34759464705881)",3,2019-11-1 22:00:00
129,"LINESTRING (127.32544900000002 36.34759464705881, 127.32897166666667 36.351125333333336)",3,2019-11-1 22:00:00
130,"LINESTRING (127.32897166666667 36.351125333333336, 127.33423142857143 36.34941371428572)",2,2019-11-1 22:00:00
131,"LINESTRING (127.32897166666667 36.351125333333336, 127.33235486363634 36.35675931818182)",2,2019-11-1 22:00:00
132,"LINESTRING (127.32558493749998 36.367260093750005, 127.31849257142856 36.36681157142858)",1,2019-11-1 22:00:00
133,"LINESTRING (127.35672963636365 36.36222431818181, 127.35933919767444 36.35743746511629)",1,2019-11-1 22:00:00
134,"LINESTRING (127.33423142857143 36.34941371428572, 127.33975745000002 36.3446775)",1,2019-11-1 22:00:00
135,"LINESTRING (127.3402829736842 36.349503921052644, 127.34778306451612 36.34780496774194)",1,2019-11-1 22:00:00
136,"LINESTRING (127.36802979487176 36.335324564102564, 127.35895393333332 36.33299339999999)",2,2019-11-1 22:00:00
137,"LINESTRING (127.36466730588236 36.354531411764704, 127.33925149999999 36.3676516875)",1,2019-11-1 22:00:00
138,"LINESTRING (127.36802979487176 36.335324564102564, 127.36963840000001 36.3293618)",1,2019-11-1 22:00:00
0,"LINESTRING (127.36886684210525 36.334482105263156, 127.36639831578945 36.33709452631579)",7,2019-11-1 23:00:00
1,"LINESTRING (127.36639831578945 36.33709452631579, 127.35736405263158 36.33264705263157)",2,2019-11-1 23:00:00
2,"LINESTRING (127.35736405263158 36.33264705263157, 127.34824083333329 36.33045356060606)",4,2019-11-1 23:00:00
3,"LINESTRING (127.34824083333329 36.33045356060606, 127.33989107692311 36.331865923076926)",2,2019-11-1 23:00:00
4,"LINESTRING (127.33989107692311 36.331865923076926, 127.33659644444447 36.33806944444445)",1,2019-11-1 23:00:00
5,"LINESTRING (127.33659644444447 36.33806944444445, 127.33949533333333 36.344073300000005)",4,2019-11-1 23:00:00
6,"LINESTRING (127.33949533333333 36.344073300000005, 127.34008139534888 36.349399046511635)",6,2019-11-1 23:00:00
7,"LINESTRING (127.34008139534888 36.349399046511635, 127.33462 36.34947087999999)",6,2019-11-1 23:00:00
8,"LINESTRING (127.33462 36.34947087999999, 127.32734382692307 36.34913244230769)",8,2019-11-1 23:00:00
9,"LINESTRING (127.32734382692307 36.34913244230769, 127.33098516363637 36.356350709090904)",4,2019-11-1 23:00:00
10,"LINESTRING (127.33098516363637 36.356350709090904, 127.32597105882351 36.35988923529412)",7,2019-11-1 23:00:00
11,"LINESTRING (127.32597105882351 36.35988923529412, 127.31853314285715 36.359378142857146)",3,2019-11-1 23:00:00
12,"LINESTRING (127.36948589814818 36.35736707407408, 127.36395567661701 36.35630504477612)",25,2019-11-1 23:00:00
13,"LINESTRING (127.36395567661701 36.35630504477612, 127.36417300000004 36.361971611111116)",2,2019-11-1 23:00:00
14,"LINESTRING (127.36417300000004 36.361971611111116, 127.36942283333332 36.36375241666668)",8,2019-11-1 23:00:00
15,"LINESTRING (127.3291437926829 36.36691287804879, 127.32387546875002 36.36729265625001)",11,2019-11-1 23:00:00
16,"LINESTRING (127.32387546875002 36.36729265625001, 127.3291437926829 36.36691287804879)",9,2019-11-1 23:00:00
17,"LINESTRING (127.3291437926829 36.36691287804879, 127.333193 36.367276000000004)",11,2019-11-1 23:00:00
18,"LINESTRING (127.333193 36.367276000000004, 127.33657271428571 36.36434815476189)",11,2019-11-1 23:00:00
19,"LINESTRING (127.33657271428571 36.36434815476189, 127.34068031914896 36.36273553191491)",14,2019-11-1 23:00:00
20,"LINESTRING (127.34068031914896 36.36273553191491, 127.34519579816512 36.36111788073394)",11,2019-11-1 23:00:00
21,"LINESTRING (127.34519579816512 36.36111788073394, 127.34842962962965 36.357989370370376)",20,2019-11-1 23:00:00
22,"LINESTRING (127.34842962962965 36.357989370370376, 127.35227547706425 36.359498825688085)",27,2019-11-1 23:00:00
23,"LINESTRING (127.35227547706425 36.359498825688085, 127.35840421666659 36.35946753333331)",18,2019-11-1 23:00:00
24,"LINESTRING (127.35840421666659 36.35946753333331, 127.36395567661701 36.35630504477612)",19,2019-11-1 23:00:00
25,"LINESTRING (127.36395567661701 36.35630504477612, 127.36948589814818 36.35736707407408)",22,2019-11-1 23:00:00
26,"LINESTRING (127.36942283333332 36.36375241666668, 127.36417300000004 36.361971611111116)",2,2019-11-1 23:00:00
